token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
1375,HCC-EQ,HCC,,-1.000000,1,,NSE,1.000000
15555,HCG-EQ,HCG,,-1.000000,1,,NSE,5.000000
1327,HCL-INSYS-EQ,HCL-INSYS,,-1.000000,1,,NSE,1.000000
7229,HCLTECH-EQ,HCLTECH,,-1.000000,1,,NSE,5.000000
4244,HDFCAMC-EQ,HDFCAMC,,-1.000000,1,,NSE,5.000000
1333,HDFCBANK-EQ,HDFCBANK,,-1.000000,1,,NSE,5.000000
14230,HDFCBSE500-EQ,HDFCBSE500,,-1.000000,1,,NSE,1.000000
19543,HDFCGOLD-EQ,HDFCGOLD,,-1.000000,1,,NSE,1.000000
11241,HDFCGROWTH-EQ,HDFCGROWTH,,-1.000000,1,,NSE,1.000000
467,HDFCLIFE-EQ,HDFCLIFE,,-1.000000,1,,NSE,5.000000
18279,HDFCLIQUID-EQ,HDFCLIQUID,,-1.000000,1,,NSE,1.000000
11547,HDFCLOWVOL-EQ,HDFCLOWVOL,,-1.000000,1,,NSE,1.000000
14236,HDFCMID150-EQ,HDFCMID150,,-1.000000,1,,NSE,1.000000
11538,HDFCMOMENT-EQ,HDFCMOMENT,,-1.000000,1,,NSE,1.000000
10619,HDFCNEXT50-EQ,HDFCNEXT50,,-1.000000,1,,NSE,1.000000
10633,HDFCNIF100-EQ,HDFCNIF100,,-1.000000,1,,NSE,1.000000
22433,HDFCNIFBAN-EQ,HDFCNIFBAN,,-1.000000,1,,NSE,1.000000
12101,HDFCNIFIT-EQ,HDFCNIFIT,,-1.000000,1,,NSE,1.000000
11591,HDFCNIFTY-EQ,HDFCNIFTY,,-1.000000,1,,NSE,1.000000
22595,HDFCPSUBK-EQ,HDFCPSUBK,,-1.000000,1,,NSE,1.000000
12108,HDFCPVTBAN-EQ,HDFCPVTBAN,,-1.000000,1,,NSE,1.000000
11255,HDFCQUAL-EQ,HDFCQUAL,,-1.000000,1,,NSE,1.000000
11593,HDFCSENSEX-EQ,HDFCSENSEX,,-1.000000,1,,NSE,1.000000
10876,HDFCSILVER-EQ,HDFCSILVER,,-1.000000,1,,NSE,1.000000
14233,HDFCSML250-EQ,HDFCSML250,,-1.000000,1,,NSE,1.000000
11260,HDFCVALUE-EQ,HDFCVALUE,,-1.000000,1,,NSE,1.000000
19205,HEADSUP-EQ,HEADSUP,,-1.000000,1,,NSE,1.000000
22592,HEALTHADD-EQ,HEALTHADD,,-1.000000,1,,NSE,1.000000
3626,HEALTHIETF-EQ,HEALTHIETF,,-1.000000,1,,NSE,1.000000
6297,HEALTHY-EQ,HEALTHY,,-1.000000,1,,NSE,1.000000
1336,HEG-EQ,HEG,,-1.000000,1,,NSE,5.000000
2316,HEIDELBERG-EQ,HEIDELBERG,,-1.000000,1,,NSE,1.000000
701,HEMIPROP-EQ,HEMIPROP,,-1.000000,1,,NSE,1.000000
2614,HERANBA-EQ,HERANBA,,-1.000000,1,,NSE,5.000000
15288,HERCULES-EQ,HERCULES,,-1.000000,1,,NSE,5.000000
4598,HERITGFOOD-EQ,HERITGFOOD,,-1.000000,1,,NSE,5.000000
1348,HEROMOTOCO-EQ,HEROMOTOCO,,-1.000000,1,,NSE,5.000000
7048,HESTERBIO-EQ,HESTERBIO,,-1.000000,1,,NSE,5.000000
715,HEUBACHIND-EQ,HEUBACHIND,,-1.000000,1,,NSE,5.000000
27008,HEXATRADEX-EQ,HEXATRADEX,,-1.000000,1,,NSE,1.000000
21951,HFCL-EQ,HFCL,,-1.000000,1,,NSE,1.000000
1672,HGINFRA-EQ,HGINFRA,,-1.000000,1,,NSE,5.000000
14712,HGS-EQ,HGS,,-1.000000,1,,NSE,5.000000
9668,HIKAL-EQ,HIKAL,,-1.000000,1,,NSE,5.000000
1455,HIL-EQ,HIL,,-1.000000,1,,NSE,5.000000
14627,HILTON-EQ,HILTON,,-1.000000,1,,NSE,1.000000
1360,HIMATSEIDE-EQ,HIMATSEIDE,,-1.000000,1,,NSE,1.000000
1363,HINDALCO-EQ,HINDALCO,,-1.000000,1,,NSE,5.000000
1372,HINDCOMPOS-EQ,HINDCOMPOS,,-1.000000,1,,NSE,5.000000
4920,HINDCON-EQ,HINDCON,,-1.000000,1,,NSE,1.000000
17939,HINDCOPPER-EQ,HINDCOPPER,,-1.000000,1,,NSE,5.000000
21676,HINDMOTORS-EQ,HINDMOTORS,,-1.000000,1,,NSE,1.000000
1403,HINDOILEXP-EQ,HINDOILEXP,,-1.000000,1,,NSE,5.000000
1406,HINDPETRO-EQ,HINDPETRO,,-1.000000,1,,NSE,5.000000
1394,HINDUNILVR-EQ,HINDUNILVR,,-1.000000,1,,NSE,5.000000
15883,HINDWAREAP-EQ,HINDWAREAP,,-1.000000,1,,NSE,5.000000
1424,HINDZINC-EQ,HINDZINC,,-1.000000,1,,NSE,5.000000
13890,HIRECT-EQ,HIRECT,,-1.000000,1,,NSE,5.000000
19322,HISARMETAL-EQ,HISARMETAL,,-1.000000,1,,NSE,1.000000
2868,HITECH-EQ,HITECH,,-1.000000,1,,NSE,1.000000
15161,HITECHCORP-EQ,HITECHCORP,,-1.000000,1,,NSE,1.000000
4433,HITECHGEAR-EQ,HITECHGEAR,,-1.000000,1,,NSE,5.000000
2289,HLEGLAS-EQ,HLEGLAS,,-1.000000,1,,NSE,5.000000
1448,HLVLTD-EQ,HLVLTD,,-1.000000,1,,NSE,1.000000
17053,HMAAGRO-EQ,HMAAGRO,,-1.000000,1,,NSE,1.000000
19211,HMVL-EQ,HMVL,,-1.000000,1,,NSE,1.000000
12173,HNDFDS-EQ,HNDFDS,,-1.000000,1,,NSE,5.000000
18284,HNGSNGBEES-EQ,HNGSNGBEES,,-1.000000,1,,NSE,1.000000
2056,HOMEFIRST-EQ,HOMEFIRST,,-1.000000,1,,NSE,5.000000
19813,HONASA-EQ,HONASA,,-1.000000,1,,NSE,5.000000
3417,HONAUT-EQ,HONAUT,,-1.000000,1,,NSE,5.000000
3138,HONDAPOWER-EQ,HONDAPOWER,,-1.000000,1,,NSE,5.000000
13592,HOVS-EQ,HOVS,,-1.000000,1,,NSE,1.000000
7376,HPAL-EQ,HPAL,,-1.000000,1,,NSE,1.000000
11796,HPIL-EQ,HPIL,,-1.000000,1,,NSE,1.000000
18679,HPL-EQ,HPL,,-1.000000,1,,NSE,5.000000
14334,HSCL-EQ,HSCL,,-1.000000,1,,NSE,5.000000
11979,HTMEDIA-EQ,HTMEDIA,,-1.000000,1,,NSE,1.000000
20825,HUDCO-EQ,HUDCO,,-1.000000,1,,NSE,5.000000
2562,HUHTAMAKI-EQ,HUHTAMAKI,,-1.000000,1,,NSE,5.000000
12809,HYBRIDFIN-EQ,HYBRIDFIN,,-1.000000,1,,NSE,1.000000
489,ICEMAKE-EQ,ICEMAKE,,-1.000000,1,,NSE,5.000000
522,ICICIB22-EQ,ICICIB22,,-1.000000,1,,NSE,1.000000
4963,ICICIBANK-EQ,ICICIBANK,,-1.000000,1,,NSE,5.000000
21770,ICICIGI-EQ,ICICIGI,,-1.000000,1,,NSE,5.000000
18652,ICICIPRULI-EQ,ICICIPRULI,,-1.000000,1,,NSE,5.000000
11987,ICIL-EQ,ICIL,,-1.000000,1,,NSE,5.000000
14523,ICRA-EQ,ICRA,,-1.000000,1,,NSE,5.000000
1476,IDBI-EQ,IDBI,,-1.000000,1,,NSE,1.000000
14366,IDEA-EQ,IDEA,,-1.000000,1,,NSE,1.000000
17140,IDEAFORGE-EQ,IDEAFORGE,,-1.000000,1,,NSE,5.000000
11957,IDFC-EQ,IDFC,,-1.000000,1,,NSE,1.000000
11184,IDFCFIRSTB-EQ,IDFCFIRSTB,,-1.000000,1,,NSE,1.000000
18783,IDFNIFTYET-EQ,IDFNIFTYET,,-1.000000,1,,NSE,1.000000
13303,IEL-EQ,IEL,,-1.000000,1,,NSE,1.000000
220,IEX-EQ,IEX,,-1.000000,1,,NSE,1.000000
1485,IFBIND-EQ,IFBIND,,-1.000000,1,,NSE,5.000000
1491,IFCI-EQ,IFCI,,-1.000000,1,,NSE,1.000000
436,IFGLEXPOR-EQ,IFGLEXPOR,,-1.000000,1,,NSE,5.000000
634,IGARASHI-EQ,IGARASHI,,-1.000000,1,,NSE,5.000000
11262,IGL-EQ,IGL,,-1.000000,1,,NSE,5.000000
14086,IGPL-EQ,IGPL,,-1.000000,1,,NSE,5.000000
11809,IIFL-EQ,IIFL,,-1.000000,1,,NSE,5.000000
13072,IIFLSEC-EQ,IIFLSEC,,-1.000000,1,,NSE,1.000000
19525,IITL-EQ,IITL,,-1.000000,1,,NSE,1.000000
16822,IKIO-EQ,IKIO,,-1.000000,1,,NSE,5.000000
7672,IMAGICAA-EQ,IMAGICAA,,-1.000000,1,,NSE,1.000000
19235,IMFA-EQ,IMFA,,-1.000000,1,,NSE,5.000000
12009,IMPAL-EQ,IMPAL,,-1.000000,1,,NSE,5.000000
17507,INCREDIBLE-EQ,INCREDIBLE,,-1.000000,1,,NSE,1.000000
16933,INDBANK-EQ,INDBANK,,-1.000000,1,,NSE,1.000000
23693,INDGN-EQ,INDGN,,-1.000000,1,,NSE,5.000000
1512,INDHOTEL-EQ,INDHOTEL,,-1.000000,1,,NSE,5.000000
1515,INDIACEM-EQ,INDIACEM,,-1.000000,1,,NSE,5.000000
1521,INDIAGLYCO-EQ,INDIAGLYCO,,-1.000000,1,,NSE,5.000000
10726,INDIAMART-EQ,INDIAMART,,-1.000000,1,,NSE,5.000000
14309,INDIANB-EQ,INDIANB,,-1.000000,1,,NSE,5.000000
4422,INDIANCARD-EQ,INDIANCARD,,-1.000000,1,,NSE,5.000000
1530,INDIANHUME-EQ,INDIANHUME,,-1.000000,1,,NSE,5.000000
20556,INDIASHLTR-EQ,INDIASHLTR,,-1.000000,1,,NSE,5.000000
11195,INDIGO-EQ,INDIGO,,-1.000000,1,,NSE,5.000000
2048,INDIGOPNTS-EQ,INDIGOPNTS,,-1.000000,1,,NSE,5.000000
4747,INDNIPPON-EQ,INDNIPPON,,-1.000000,1,,NSE,5.000000
9116,INDOAMIN-EQ,INDOAMIN,,-1.000000,1,,NSE,1.000000
8614,INDOBORAX-EQ,INDOBORAX,,-1.000000,1,,NSE,1.000000
11677,INDOCO-EQ,INDOCO,,-1.000000,1,,NSE,5.000000
10993,INDORAMA-EQ,INDORAMA,,-1.000000,1,,NSE,1.000000
3088,INDOSTAR-EQ,INDOSTAR,,-1.000000,1,,NSE,5.000000
25608,INDOTHAI-EQ,INDOTHAI,,-1.000000,1,,NSE,5.000000
4751,INDRAMEDCO-EQ,INDRAMEDCO,,-1.000000,1,,NSE,5.000000
4870,INDSWFTLAB-EQ,INDSWFTLAB,,-1.000000,1,,NSE,1.000000
11602,INDSWFTLTD-EQ,INDSWFTLTD,,-1.000000,1,,NSE,1.000000
21957,INDTERRAIN-EQ,INDTERRAIN,,-1.000000,1,,NSE,1.000000
5258,INDUSINDBK-EQ,INDUSINDBK,,-1.000000,1,,NSE,5.000000
29135,INDUSTOWER-EQ,INDUSTOWER,,-1.000000,1,,NSE,5.000000
16249,INFIBEAM-EQ,INFIBEAM,,-1.000000,1,,NSE,1.000000
11027,INFOBEAN-EQ,INFOBEAN,,-1.000000,1,,NSE,5.000000
20072,INFRABEES-EQ,INFRABEES,,-1.000000,1,,NSE,1.000000
10723,INFRAIETF-EQ,INFRAIETF,,-1.000000,1,,NSE,1.000000
1594,INFY-EQ,INFY,,-1.000000,1,,NSE,5.000000
1597,INGERRAND-EQ,INGERRAND,,-1.000000,1,,NSE,5.000000
21062,INNOVACAP-EQ,INNOVACAP,,-1.000000,1,,NSE,5.000000
12188,INOXGREEN-EQ,INOXGREEN,,-1.000000,1,,NSE,1.000000
20607,INOXINDIA-EQ,INOXINDIA,,-1.000000,1,,NSE,5.000000
7852,INOXWIND-EQ,INOXWIND,,-1.000000,1,,NSE,1.000000
14657,INSECTICID-EQ,INSECTICID,,-1.000000,1,,NSE,5.000000
13730,INSPIRISYS-EQ,INSPIRISYS,,-1.000000,1,,NSE,1.000000
5926,INTELLECT-EQ,INTELLECT,,-1.000000,1,,NSE,5.000000
5606,INTLCONV-EQ,INTLCONV,,-1.000000,1,,NSE,1.000000
24870,INVENTURE-EQ,INVENTURE,,-1.000000,1,,NSE,1.000000
9348,IOB-EQ,IOB,,-1.000000,1,,NSE,1.000000
1624,IOC-EQ,IOC,,-1.000000,1,,NSE,1.000000
20413,IOLCP-EQ,IOLCP,,-1.000000,1,,NSE,5.000000
1630,IONEXCHANG-EQ,IONEXCHANG,,-1.000000,1,,NSE,5.000000
1633,IPCALAB-EQ,IPCALAB,,-1.000000,1,,NSE,5.000000
4934,IPL-EQ,IPL,,-1.000000,1,,NSE,1.000000
15313,IRB-EQ,IRB,,-1.000000,1,,NSE,1.000000
4986,IRCON-EQ,IRCON,,-1.000000,1,,NSE,5.000000
13611,IRCTC-EQ,IRCTC,,-1.000000,1,,NSE,5.000000
20261,IREDA-EQ,IREDA,,-1.000000,1,,NSE,5.000000
2029,IRFC-EQ,IRFC,,-1.000000,1,,NSE,1.000000
2275,IRISDOREME-EQ,IRISDOREME,,-1.000000,1,,NSE,1.000000
19597,IRMENERGY-EQ,IRMENERGY,,-1.000000,1,,NSE,5.000000
2489,ISEC-EQ,ISEC,,-1.000000,1,,NSE,5.000000
18479,ISFT-EQ,ISFT,,-1.000000,1,,NSE,1.000000
3329,ISGEC-EQ,ISGEC,,-1.000000,1,,NSE,5.000000
14932,ISMTLTD-EQ,ISMTLTD,,-1.000000,1,,NSE,1.000000
2627,IT-EQ,IT,,-1.000000,1,,NSE,1.000000
19084,ITBEES-EQ,ITBEES,,-1.000000,1,,NSE,1.000000
1660,ITC-EQ,ITC,,-1.000000,1,,NSE,5.000000
19299,ITDC-EQ,ITDC,,-1.000000,1,,NSE,5.000000
5622,ITDCEM-EQ,ITDCEM,,-1.000000,1,,NSE,5.000000
19633,ITETF-EQ,ITETF,,-1.000000,1,,NSE,1.000000
17207,ITETFADD-EQ,ITETFADD,,-1.000000,1,,NSE,1.000000
1675,ITI-EQ,ITI,,-1.000000,1,,NSE,5.000000
22365,ITIETF-EQ,ITIETF,,-1.000000,1,,NSE,1.000000
18292,IVZINGOLD-EQ,IVZINGOLD,,-1.000000,1,,NSE,5.000000
24217,IVZINNIFTY-EQ,IVZINNIFTY,,-1.000000,1,,NSE,1.000000
3776,IWEL-EQ,IWEL,,-1.000000,1,,NSE,5.000000
24067,IXIGO-EQ,IXIGO,,-1.000000,1,,NSE,1.000000
14174,IZMO-EQ,IZMO,,-1.000000,1,,NSE,5.000000
5633,J&KBANK-EQ,J&KBANK,,-1.000000,1,,NSE,1.000000
13211,JAGRAN-EQ,JAGRAN,,-1.000000,1,,NSE,1.000000
4410,JAGSNPHARM-EQ,JAGSNPHARM,,-1.000000,1,,NSE,5.000000
5143,JAICORPLTD-EQ,JAICORPLTD,,-1.000000,1,,NSE,5.000000
20778,JAMNAAUTO-EQ,JAMNAAUTO,,-1.000000,1,,NSE,1.000000
13982,JASH-EQ,JASH,,-1.000000,1,,NSE,5.000000
4041,JAYAGROGN-EQ,JAYAGROGN,,-1.000000,1,,NSE,5.000000
1708,JAYBARMARU-EQ,JAYBARMARU,,-1.000000,1,,NSE,1.000000
2331,JAYNECOIND-EQ,JAYNECOIND,,-1.000000,1,,NSE,1.000000
1720,JAYSREETEA-EQ,JAYSREETEA,,-1.000000,1,,NSE,1.000000
1726,JBCHEPHARM-EQ,JBCHEPHARM,,-1.000000,1,,NSE,5.000000
11655,JBMA-EQ,JBMA,,-1.000000,1,,NSE,5.000000
4491,JCHAC-EQ,JCHAC,,-1.000000,1,,NSE,5.000000
7211,JETFREIGHT-EQ,JETFREIGHT,,-1.000000,1,,NSE,1.000000
23056,JGCHEM-EQ,JGCHEM,,-1.000000,1,,NSE,5.000000
13720,JHS-EQ,JHS,,-1.000000,1,,NSE,1.000000
11743,JINDALPHOT-EQ,JINDALPHOT,,-1.000000,1,,NSE,5.000000
1756,JINDALPOLY-EQ,JINDALPOLY,,-1.000000,1,,NSE,5.000000
3024,JINDALSAW-EQ,JINDALSAW,,-1.000000,1,,NSE,5.000000
6733,JINDALSTEL-EQ,JINDALSTEL,,-1.000000,1,,NSE,5.000000
13875,JINDRILL-EQ,JINDRILL,,-1.000000,1,,NSE,5.000000
20642,JINDWORLD-EQ,JINDWORLD,,-1.000000,1,,NSE,5.000000
18143,JIOFIN-EQ,JIOFIN,,-1.000000,1,,NSE,5.000000
25684,JISLDVREQS-EQ,JISLDVREQS,,-1.000000,1,,NSE,1.000000
10397,JISLJALEQS-EQ,JISLJALEQS,,-1.000000,1,,NSE,1.000000
19691,JITFINFRA-EQ,JITFINFRA,,-1.000000,1,,NSE,5.000000
13270,JKCEMENT-EQ,JKCEMENT,,-1.000000,1,,NSE,5.000000
15266,JKIL-EQ,JKIL,,-1.000000,1,,NSE,5.000000
13491,JKLAKSHMI-EQ,JKLAKSHMI,,-1.000000,1,,NSE,5.000000
11860,JKPAPER-EQ,JKPAPER,,-1.000000,1,,NSE,5.000000
14435,JKTYRE-EQ,JKTYRE,,-1.000000,1,,NSE,5.000000
18553,JLHL-EQ,JLHL,,-1.000000,1,,NSE,5.000000
7109,JMA-EQ,JMA,,-1.000000,1,,NSE,1.000000
13637,JMFINANCIL-EQ,JMFINANCIL,,-1.000000,1,,NSE,1.000000
16927,JOCIL-EQ,JOCIL,,-1.000000,1,,NSE,1.000000
31507,JPOLYINVST-EQ,JPOLYINVST,,-1.000000,1,,NSE,5.000000
11763,JPPOWER-EQ,JPPOWER,,-1.000000,1,,NSE,1.000000
22663,JSFB-EQ,JSFB,,-1.000000,1,,NSE,5.000000
11236,JSL-EQ,JSL,,-1.000000,1,,NSE,5.000000
17869,JSWENERGY-EQ,JSWENERGY,,-1.000000,1,,NSE,5.000000
11880,JSWHL-EQ,JSWHL,,-1.000000,1,,NSE,5.000000
19020,JSWINFRA-EQ,JSWINFRA,,-1.000000,1,,NSE,5.000000
11723,JSWSTEEL-EQ,JSWSTEEL,,-1.000000,1,,NSE,5.000000
3237,JTEKTINDIA-EQ,JTEKTINDIA,,-1.000000,1,,NSE,1.000000
7287,JTLIND-EQ,JTLIND,,-1.000000,1,,NSE,1.000000
18096,JUBLFOOD-EQ,JUBLFOOD,,-1.000000,1,,NSE,5.000000
21541,JUBLINDS-EQ,JUBLINDS,,-1.000000,1,,NSE,5.000000
2783,JUBLINGREA-EQ,JUBLINGREA,,-1.000000,1,,NSE,5.000000
3637,JUBLPHARMA-EQ,JUBLPHARMA,,-1.000000,1,,NSE,5.000000
10939,JUNIORBEES-EQ,JUNIORBEES,,-1.000000,1,,NSE,1.000000
22824,JUNIPER-EQ,JUNIPER,,-1.000000,1,,NSE,5.000000
29962,JUSTDIAL-EQ,JUSTDIAL,,-1.000000,1,,NSE,5.000000
20224,JWL-EQ,JWL,,-1.000000,1,,NSE,5.000000
15146,JYOTHYLAB-EQ,JYOTHYLAB,,-1.000000,1,,NSE,5.000000
21334,JYOTICNC-EQ,JYOTICNC,,-1.000000,1,,NSE,5.000000
1802,JYOTISTRUC-EQ,JYOTISTRUC,,-1.000000,1,,NSE,1.000000
1805,KABRAEXTRU-EQ,KABRAEXTRU,,-1.000000,1,,NSE,5.000000
1808,KAJARIACER-EQ,KAJARIACER,,-1.000000,1,,NSE,5.000000
1811,KAKATCEM-EQ,KAKATCEM,,-1.000000,1,,NSE,1.000000
18755,KALAMANDIR-EQ,KALAMANDIR,,-1.000000,1,,NSE,1.000000
2955,KALYANKJIL-EQ,KALYANKJIL,,-1.000000,1,,NSE,5.000000
1826,KAMATHOTEL-EQ,KAMATHOTEL,,-1.000000,1,,NSE,1.000000
13457,KAMDHENU-EQ,KAMDHENU,,-1.000000,1,,NSE,5.000000
13814,KAMOPAINTS-EQ,KAMOPAINTS,,-1.000000,1,,NSE,1.000000
25786,KANANIIND-EQ,KANANIIND,,-1.000000,1,,NSE,1.000000
1835,KANORICHEM-EQ,KANORICHEM,,-1.000000,1,,NSE,1.000000
1782,KANPRPLA-EQ,KANPRPLA,,-1.000000,1,,NSE,1.000000
1196,KANSAINER-EQ,KANSAINER,,-1.000000,1,,NSE,5.000000
1838,KARURVYSYA-EQ,KARURVYSYA,,-1.000000,1,,NSE,1.000000
12092,KAYNES-EQ,KAYNES,,-1.000000,1,,NSE,5.000000
1841,KCP-EQ,KCP,,-1.000000,1,,NSE,1.000000
4809,KCPSUGIND-EQ,KCPSUGIND,,-1.000000,1,,NSE,1.000000
14908,KDDL-EQ,KDDL,,-1.000000,1,,NSE,5.000000
13260,KEC-EQ,KEC,,-1.000000,1,,NSE,5.000000
18220,KECL-EQ,KECL,,-1.000000,1,,NSE,1.000000
13310,KEI-EQ,KEI,,-1.000000,1,,NSE,5.000000
13430,KELLTONTEC-EQ,KELLTONTEC,,-1.000000,1,,NSE,1.000000
13121,KERNEX-EQ,KERNEX,,-1.000000,1,,NSE,5.000000
1859,KESORAMIND-EQ,KESORAMIND,,-1.000000,1,,NSE,1.000000
4157,KEYFINSERV-EQ,KEYFINSERV,,-1.000000,1,,NSE,5.000000
13359,KFINTECH-EQ,KFINTECH,,-1.000000,1,,NSE,5.000000
425,KHADIM-EQ,KHADIM,,-1.000000,1,,NSE,5.000000
896,KHAICHEM-EQ,KHAICHEM,,-1.000000,1,,NSE,1.000000
3912,KHAITANLTD-EQ,KHAITANLTD,,-1.000000,1,,NSE,1.000000
9641,KHANDSE-EQ,KHANDSE,,-1.000000,1,,NSE,1.000000
19937,KILITCH-EQ,KILITCH,,-1.000000,1,,NSE,5.000000
4847,KIMS-EQ,KIMS,,-1.000000,1,,NSE,5.000000
18944,KINGFA-EQ,KINGFA,,-1.000000,1,,NSE,5.000000
19126,KIOCL-EQ,KIOCL,,-1.000000,1,,NSE,5.000000
16639,KIRIINDUS-EQ,KIRIINDUS,,-1.000000,1,,NSE,5.000000
18581,KIRLOSBROS-EQ,KIRLOSBROS,,-1.000000,1,,NSE,5.000000
20936,KIRLOSENG-EQ,KIRLOSENG,,-1.000000,1,,NSE,5.000000
19025,KIRLOSIND-EQ,KIRLOSIND,,-1.000000,1,,NSE,5.000000
15180,KIRLPNU-EQ,KIRLPNU,,-1.000000,1,,NSE,5.000000
28899,KITEX-EQ,KITEX,,-1.000000,1,,NSE,1.000000
13381,KKCL-EQ,KKCL,,-1.000000,1,,NSE,5.000000
15283,KNRCON-EQ,KNRCON,,-1.000000,1,,NSE,5.000000
3009,KOHINOOR-EQ,KOHINOOR,,-1.000000,1,,NSE,1.000000
16827,KOKUYOCMLN-EQ,KOKUYOCMLN,,-1.000000,1,,NSE,1.000000
15124,KOLTEPATIL-EQ,KOLTEPATIL,,-1.000000,1,,NSE,5.000000
1919,KOPRAN-EQ,KOPRAN,,-1.000000,1,,NSE,5.000000
1922,KOTAKBANK-EQ,KOTAKBANK,,-1.000000,1,,NSE,5.000000
11647,KOTARISUG-EQ,KOTARISUG,,-1.000000,1,,NSE,1.000000
4594,KOTHARIPET-EQ,KOTHARIPET,,-1.000000,1,,NSE,1.000000
5528,KOTHARIPRO-EQ,KOTHARIPRO,,-1.000000,1,,NSE,1.000000
1814,KPIL-EQ,KPIL,,-1.000000,1,,NSE,5.000000
9683,KPITTECH-EQ,KPITTECH,,-1.000000,1,,NSE,5.000000
14912,KPRMILL-EQ,KPRMILL,,-1.000000,1,,NSE,5.000000
10577,KRBL-EQ,KRBL,,-1.000000,1,,NSE,5.000000
12847,KRISHANA-EQ,KRISHANA,,-1.000000,1,,NSE,5.000000
6417,KRITI-EQ,KRITI,,-1.000000,1,,NSE,1.000000
9288,KRITIKA-EQ,KRITIKA,,-1.000000,1,,NSE,1.000000
11432,KRITINUT-EQ,KRITINUT,,-1.000000,1,,NSE,1.000000
24025,KRONOX-EQ,KRONOX,,-1.000000,1,,NSE,1.000000
5359,KRSNAA-EQ,KRSNAA,,-1.000000,1,,NSE,5.000000
23175,KRYSTAL-EQ,KRYSTAL,,-1.000000,1,,NSE,5.000000
1949,KSB-EQ,KSB,,-1.000000,1,,NSE,5.000000
14972,KSCL-EQ,KSCL,,-1.000000,1,,NSE,5.000000
18889,KSL-EQ,KSL,,-1.000000,1,,NSE,5.000000
11060,KSOLVES-EQ,KSOLVES,,-1.000000,1,,NSE,5.000000
8054,KTKBANK-EQ,KTKBANK,,-1.000000,1,,NSE,1.000000
13870,KUANTUM-EQ,KUANTUM,,-1.000000,1,,NSE,1.000000
5865,LAGNAM-EQ,LAGNAM,,-1.000000,1,,NSE,1.000000
14924,LAL-EQ,LAL,,-1.000000,1,,NSE,1.000000
11654,LALPATHLAB-EQ,LALPATHLAB,,-1.000000,1,,NSE,5.000000
6407,LAMBODHARA-EQ,LAMBODHARA,,-1.000000,1,,NSE,1.000000
23027,LANCORHOL-EQ,LANCORHOL,,-1.000000,1,,NSE,1.000000
13276,LANDMARK-EQ,LANDMARK,,-1.000000,1,,NSE,5.000000
14423,LAOPALA-EQ,LAOPALA,,-1.000000,1,,NSE,5.000000
21713,LASA-EQ,LASA,,-1.000000,1,,NSE,1.000000
6818,LATENTVIEW-EQ,LATENTVIEW,,-1.000000,1,,NSE,5.000000
19234,LAURUSLABS-EQ,LAURUSLABS,,-1.000000,1,,NSE,5.000000
6568,LAXMICOT-EQ,LAXMICOT,,-1.000000,1,,NSE,1.000000
1979,LAXMIMACH-EQ,LAXMIMACH,,-1.000000,1,,NSE,5.000000
2606,LEMONTREE-EQ,LEMONTREE,,-1.000000,1,,NSE,1.000000
14459,LEXUS-EQ,LEXUS,,-1.000000,1,,NSE,1.000000
7902,LFIC-EQ,LFIC,,-1.000000,1,,NSE,1.000000
18321,LGBBROSLTD-EQ,LGBBROSLTD,,-1.000000,1,,NSE,5.000000
19876,LGHL-EQ,LGHL,,-1.000000,1,,NSE,5.000000
11082,LIBAS-EQ,LIBAS,,-1.000000,1,,NSE,1.000000
1994,LIBERTSHOE-EQ,LIBERTSHOE,,-1.000000,1,,NSE,5.000000
1997,LICHSGFIN-EQ,LICHSGFIN,,-1.000000,1,,NSE,5.000000
9480,LICI-EQ,LICI,,-1.000000,1,,NSE,5.000000
25640,LICMFGOLD-EQ,LICMFGOLD,,-1.000000,1,,NSE,5.000000
6062,LICNETFGSC-EQ,LICNETFGSC,,-1.000000,1,,NSE,1.000000
11319,LICNETFN50-EQ,LICNETFN50,,-1.000000,1,,NSE,1.000000
11441,LICNETFSEN-EQ,LICNETFSEN,,-1.000000,1,,NSE,1.000000
15229,LICNFNHGP-EQ,LICNFNHGP,,-1.000000,1,,NSE,1.000000
22722,LICNMID100-EQ,LICNMID100,,-1.000000,1,,NSE,1.000000
578,LIKHITHA-EQ,LIKHITHA,,-1.000000,1,,NSE,5.000000
6951,LINC-EQ,LINC,,-1.000000,1,,NSE,5.000000
11596,LINCOLN-EQ,LINCOLN,,-1.000000,1,,NSE,5.000000
1627,LINDEINDIA-EQ,LINDEINDIA,,-1.000000,1,,NSE,5.000000
17572,LIQUID-EQ,LIQUID,,-1.000000,1,,NSE,1.000000
13950,LIQUID1-EQ,LIQUID1,,-1.000000,1,,NSE,1.000000
23407,LIQUIDADD-EQ,LIQUIDADD,,-1.000000,1,,NSE,1.000000
11006,LIQUIDBEES-EQ,LIQUIDBEES,,-1.000000,1,,NSE,1.000000
23915,LIQUIDBETF-EQ,LIQUIDBETF,,-1.000000,1,,NSE,1.000000
21750,LIQUIDCASE-EQ,LIQUIDCASE,,-1.000000,1,,NSE,1.000000
1927,LIQUIDETF-EQ,LIQUIDETF,,-1.000000,1,,NSE,1.000000
4838,LIQUIDIETF-EQ,LIQUIDIETF,,-1.000000,1,,NSE,1.000000
